season,date,home,opponent,location_text,result_text,cnu_pts,opp_pts,cnu_fgm,cnu_fga,cnu_orb,cnu_drb,cnu_trb,cnu_to,opp_fgm,opp_fga,opp_orb,opp_drb,opp_trb,opp_to,cnu_first_half,opp_first_half,ot,box_url,win,goal_reb,goal_to,goal_orb,goal_def30,goals_hit
2019-2020,2019-12-15,0,Va. Wesleyan,"Virginia Beach, Va. (Batten Center)","Va. Wesleyan 74, Chris. Newport 64",64,74,26,67,15,23,38,11,28,55,10,29,39,16,28,39,0,https://static.cnusports.com/custompages/mbball/Stats/2019-2020/19cnum11.htm,0,0,1,0,0,1
2019-2020,2019-12-07,0,"Randolph-Macon 9-0,3-0 ODAC","Ashland, Va. (Crenshaw Gymnasium)","Randolph-Macon 79, Chris. Newport 62",62,79,22,55,13,24,37,18,32,61,9,23,32,7,23,34,0,https://static.cnusports.com/custompages/mbball/Stats/2019-2020/19cnum10.htm,0,1,0,0,0,1
2019-2020,2019-12-04,1,William Peace,"Newport News, Va. (Freeman Center)","Chris. Newport 83, William Peace 60",83,60,30,70,22,33,55,17,16,56,15,25,40,20,37,24,0,https://static.cnusports.com/custompages/mbball/Stats/2019-2020/19cnum09.htm,1,1,1,1,1,4
2019-2020,2019-12-01,1,Wisc.-Stevens Point,"Newport News, Va. (Freeman Center)","Wisc.-Stevens Point 61, Chris. Newport 58",58,61,21,51,12,23,35,19,25,60,13,22,35,14,22,26,0,https://static.cnusports.com/custompages/mbball/Stats/2019-2020/19cnum08.htm,0,0,0,1,1,2
2019-2020,2019-11-30,1,UT Dallas,"Newport News, Va. (Freeman Center)","Chris. Newport 90, UT Dallas 62",90,62,32,59,8,31,39,17,24,62,8,21,29,12,39,23,0,https://static.cnusports.com/custompages/mbball/Stats/2019-2020/19cnum07.htm,1,1,0,0,1,2
2019-2020,2019-11-23,1,Lynchburg,"Newport News, Va. (Freeman Center)","Chris. Newport 79, Lynchburg 77",79,77,26,67,18,30,48,10,28,71,17,27,44,10,36,38,0,https://static.cnusports.com/custompages/mbball/Stats/2019-2020/19cnum06.htm,1,1,0,1,0,2
2019-2020,2019-11-22,1,Randolph,"Newport News, Va. (Freeman Center)","Chris. Newport 66, Randolph 58",66,58,26,80,23,36,59,16,23,69,12,31,43,14,34,26,0,https://static.cnusports.com/custompages/mbball/Stats/2019-2020/19cnum05.htm,1,1,0,1,1,3
2019-2020,2019-11-16,0,Franklin & Marshall,"Lancaster, Pa. (Mayser Gymnasium)","Chris. Newport 74, Franklin & Marshall 66",74,66,28,51,10,25,35,23,26,56,7,15,22,17,42,37,0,https://static.cnusports.com/custompages/mbball/Stats/2019-2020/19cnum04.htm,1,1,0,1,0,2
2019-2020,2019-11-15,1,Marywood University,"Lancaster, Pa. (Mayser Gymnasium)","Chris. Newport 87, Marywood University 56",87,56,30,66,13,34,47,13,20,56,4,23,27,20,35,26,0,https://static.cnusports.com/custompages/mbball/Stats/2019-2020/19cnum03.htm,1,1,1,0,1,3
2019-2020,2019-11-12,1,Shenandoah,"Newport News, Va. (Freeman Center)","Chris. Newport 85, Shenandoah 62",85,62,34,83,22,38,60,17,23,72,14,27,41,14,45,30,0,https://static.cnusports.com/custompages/mbball/Stats/2019-2020/19cnum02.htm,1,1,0,1,0,2
2019-2020,2019-11-09,0,Johns Hopkins,"Baltimore, Md. (Goldfarb Gymnasium)","Johns Hopkins 78, Chris. Newport 74",74,78,24,52,5,28,33,15,23,56,8,25,33,11,35,36,0,https://static.cnusports.com/custompages/mbball/Stats/2019-2020/19cnum01.htm,0,0,0,0,0,0
2021-2022,2022-03-12,0,Marietta,"Marietta, Ohio (Ban Johnson Arena)","Marietta 81, Chris. Newport 79",79,81,24,63,10,28,38,6,25,59,11,37,48,10,37,30,0,https://static.cnusports.com/custompages/mbball/Stats/2021-2022/21cnum30.htm,0,0,1,0,0,1
2021-2022,2022-03-11,1,Stockton,"Marietta, Ohio (Ban Johnson Arena)","Chris. Newport 93, Stockton 54",93,54,39,71,11,42,53,15,21,71,11,23,34,14,50,27,0,https://static.cnusports.com/custompages/mbball/Stats/2021-2022/21cnum29.htm,1,1,0,0,1,2
2021-2022,2022-03-05,1,Susquehanna,"Newport News, Va. (Freeman Center)","Chris. Newport 81, Susquehanna 67",81,67,33,60,7,30,37,9,26,63,11,22,33,10,36,21,0,https://static.cnusports.com/custompages/mbball/Stats/2021-2022/21cnum28.htm,1,1,1,0,1,3
2021-2022,2022-03-04,1,Baruch,"Newport News, Va. (Freeman Center)","Chris. Newport 88, Baruch 50",88,50,36,80,15,36,51,7,19,63,9,29,38,14,46,23,0,https://static.cnusports.com/custompages/mbball/Stats/2021-2022/21cnum27.htm,1,1,1,0,1,3
2021-2022,2022-02-26,1,Mary Washington,"Newport News, Va. (Freeman Center)","Chris. Newport 80, Mary Washington 69",80,69,29,64,17,31,48,15,22,62,10,22,32,10,34,34,0,https://static.cnusports.com/custompages/mbball/Stats/2021-2022/21cnum26.htm,1,1,0,1,0,2
2021-2022,2022-02-25,1,UC Santa Cruz,"Newport News, Va. (Freeman Center)","Chris. Newport 89, UC Santa Cruz 69",89,69,32,68,13,25,38,4,26,65,14,27,41,16,36,37,0,https://static.cnusports.com/custompages/mbball/Stats/2021-2022/21cnum25.htm,1,0,1,0,0,1
2021-2022,2022-02-19,0,Mary Washington,"Fredericksburg, Va. (Ron Rosner Arena)","Chris. Newport 68, Mary Washington 67",68,67,26,65,12,34,46,13,24,66,14,31,45,10,33,30,0,https://static.cnusports.com/custompages/mbball/Stats/2021-2022/21cnum24.htm,1,1,0,0,0,1
2021-2022,2022-02-12,1,Salisbury,"Newport News, Va. (Freeman Center)","Chris. Newport 80, Salisbury 76",80,76,24,55,11,24,35,16,31,67,13,23,36,17,47,28,0,https://static.cnusports.com/custompages/mbball/Stats/2021-2022/21cnum23.htm,1,0,1,0,1,2
2021-2022,2022-02-09,1,Mary Washington,"Newport News, Va. (Freeman Center)","Chris. Newport 78, Mary Washington 71",78,71,26,61,15,25,40,10,27,62,13,24,37,11,27,33,0,https://static.cnusports.com/custompages/mbball/Stats/2021-2022/21cnum22.htm,1,1,1,1,0,3
2021-2022,2022-02-02,0,Salisbury,"Salisbury, Md. (Maggs Center)","Chris. Newport 62, Salisbury 55",62,55,21,63,10,35,45,10,23,66,12,33,45,11,33,23,0,https://static.cnusports.com/custompages/mbball/Stats/2021-2022/21cnum21.htm,1,0,1,0,1,2
2021-2022,2022-01-26,0,William Peace,"Raleigh, N.C. (Hermann Center)","Chris. Newport 91, William Peace 69",91,69,37,65,18,22,40,11,27,58,10,15,25,15,41,26,0,https://static.cnusports.com/custompages/mbball/Stats/2021-2022/21cnum20.htm,1,1,1,1,1,4
2021-2022,2022-01-22,0,UC Santa Cruz,"Santa Cruz, Calif. (Kaiser Permanente)","Chris. Newport 66, UC Santa Cruz 56",66,56,25,54,12,29,41,17,22,57,11,20,31,17,25,16,0,https://static.cnusports.com/custompages/mbball/Stats/2021-2022/21cnum19.htm,1,1,0,1,1,3
2021-2022,2022-01-21,0,UC Santa Cruz,"Santa Cruz, Calif. (Kaiser Permanente)","Chris. Newport 85, UC Santa Cruz 62",85,62,32,68,16,39,55,12,22,64,6,25,31,10,41,30,0,https://static.cnusports.com/custompages/mbball/Stats/2021-2022/21cnum18.htm,1,1,0,1,0,2
2021-2022,2022-01-17,1,TCNJ,"Newport News, Va. (Freeman Center)","Chris. Newport 89, TCNJ 52",89,52,34,77,21,37,58,9,17,60,9,26,35,15,42,28,0,https://static.cnusports.com/custompages/mbball/Stats/2021-2022/21cnum17.htm,1,1,1,1,1,4
2021-2022,2022-01-08,0,Marymount (VA),"Arlington, Va. (Converse Fieldhouse)","Chris. Newport 91, Marymount (VA) 66",91,66,40,73,15,30,45,15,23,52,4,21,25,14,44,36,0,https://static.cnusports.com/custompages/mbball/Stats/2021-2022/21cnum16.htm,1,1,0,1,0,2
2021-2022,2022-01-02,1,Widener,"Newport News, Va. (Freeman Center)","Chris. Newport 85, Widener 47",85,47,34,73,17,32,49,7,18,51,5,26,31,16,47,34,0,https://static.cnusports.com/custompages/mbball/Stats/2021-2022/21cnum15.htm,1,1,1,1,0,3
2021-2022,2021-12-31,1,Southern Va,"Newport News, Va. (Freeman Center)","Chris. Newport 74, Southern Va. 65",74,65,29,67,16,28,44,12,25,59,8,23,31,15,38,37,0,https://static.cnusports.com/custompages/mbball/Stats/2021-2022/21cnum14.htm,1,1,1,1,0,3
2021-2022,2021-12-29,1,Shenandoah,"Newport News, Va. (Freeman Center)","Chris. Newport 87, Shenandoah 60",87,60,38,80,17,31,48,15,23,58,7,25,32,18,44,30,0,https://static.cnusports.com/custompages/mbball/Stats/2021-2022/21cnum13.htm,1,1,1,1,0,3
2021-2022,2021-12-20,1,Wash. & Lee,"Washington, D.C. (Franny Murray Court)","Chris. Newport 103, Wash. & Lee 91",103,91,38,69,11,25,36,15,33,62,8,21,29,19,44,40,0,https://static.cnusports.com/custompages/mbball/Stats/2021-2022/21cnum12.htm,1,1,1,0,0,2
2021-2022,2021-12-17,1,Va. Wesleyan,"Newport News, Va. (Freeman Center)","Chris. Newport 80, Va. Wesleyan 72",80,72,31,68,16,30,46,10,28,65,11,24,35,6,34,32,0,https://static.cnusports.com/custompages/mbball/Stats/2021-2022/21cnum11.htm,1,1,0,1,0,2
2021-2022,2021-12-14,0,"Hampden-Sydney 6-1,2-0 ODAC","Hampden-Sydney, Va. (Kirby Field House)","Chris. Newport 79, Hampden-Sydney 74",79,74,28,59,12,36,48,20,27,68,9,21,30,12,39,28,0,https://static.cnusports.com/custompages/mbball/Stats/2021-2022/21cnum10.htm,1,1,0,0,1,2
2021-2022,2021-12-12,1,Lynchburg,"Newport News, Va. (Freeman Center)","Chris. Newport 79, Lynchburg 74",79,74,29,67,15,28,43,12,27,65,14,27,41,13,38,33,0,https://static.cnusports.com/custompages/mbball/Stats/2021-2022/21cnum09.htm,1,1,1,0,0,2
2021-2022,2021-12-04,1,Averett,"Newport News, Va. (Freeman Center)","Chris. Newport 76, Averett 54",76,54,28,64,12,35,47,8,20,64,16,28,44,13,33,22,0,https://static.cnusports.com/custompages/mbball/Stats/2021-2022/21cnum08.htm,1,1,1,0,1,3
2021-2022,2021-11-28,1,Randolph-Macon,"Newport News, Va. (Freeman Center)","Chris. Newport 77, Randolph-Macon 76 (OT)",77,76,30,71,18,27,45,5,29,65,12,27,39,6,28,41,1,https://static.cnusports.com/custompages/mbball/Stats/2021-2022/21cnum07.htm,1,1,1,1,0,3
2021-2022,2021-11-27,1,Alvernia,"Newport News, Va. (Freeman Center)","Chris. Newport 101, Alvernia 65",101,65,38,74,19,36,55,14,23,62,7,22,29,9,43,24,0,https://static.cnusports.com/custompages/mbball/Stats/2021-2022/21cnum06.htm,1,1,0,1,1,3
2021-2022,2021-11-21,0,Lynchburg,"Lynchburg, Va. (Turner Gymnasium)","Lynchburg 83, Chris. Newport 66",66,83,24,59,13,24,37,16,28,61,10,28,38,9,24,39,0,https://static.cnusports.com/custompages/mbball/Stats/2021-2022/21cnum05.htm,0,0,0,0,0,0
2021-2022,2021-11-13,0,Eastern,"Salem, Va. (Cregger Center)","Chris. Newport 83, Eastern 72",83,72,28,55,13,22,35,18,31,65,14,18,32,18,33,36,0,https://static.cnusports.com/custompages/mbball/Stats/2021-2022/21cnum04.htm,1,1,0,1,0,2
2021-2022,2021-11-12,1,Marietta,"Salem, Va. (Cregger Center)","Marietta 86, Chris. Newport 83",83,86,29,60,10,24,34,14,31,63,10,24,34,10,37,33,0,https://static.cnusports.com/custompages/mbball/Stats/2021-2022/21cnum03.htm,0,0,0,0,0,0
2021-2022,2021-11-07,1,Johns Hopkins,"Newport News, Va. (Freeman Center)","Chris. Newport 64, Johns Hopkins 62",64,62,25,64,13,30,43,10,23,58,11,30,41,14,33,28,0,https://static.cnusports.com/custompages/mbball/Stats/2021-2022/21cnum02.htm,1,1,1,0,1,3
2021-2022,2021-11-05,1,Washington Col,"Newport News, Va. (Freeman Center)","Chris. Newport 102, Washington Col. 37",102,37,39,74,15,40,55,12,14,57,7,25,32,24,43,12,0,https://static.cnusports.com/custompages/mbball/Stats/2021-2022/21cnum01.htm,1,1,1,1,1,4
2022-2023,2023-03-18,1,Mount Union,"Fort Wayne, Ind. (War Memorial Coliseum)","Chris. Newport 74, Mount Union 72",74,72,26,72,15,32,47,9,27,62,8,33,41,11,26,29,0,https://static.cnusports.com/custompages/mbball/Stats/2022-2023/22cnum33.htm,1,1,1,0,1,3
2022-2023,2023-03-16,0,Swarthmore,"Fort Wayne, Ind. (War Memorial Coliseum)","Chris. Newport 69, Swarthmore 66",69,66,25,58,5,22,27,4,21,58,10,29,39,13,26,30,0,https://static.cnusports.com/custompages/mbball/Stats/2022-2023/22cnum32.htm,1,0,1,0,0,1
2022-2023,2023-03-11,1,Wheaton (IL),"Newport News, Va. (Freeman Center)","Chris. Newport 76, Wheaton (IL) 70",76,70,30,60,7,31,38,10,29,70,13,25,38,8,40,25,0,https://static.cnusports.com/custompages/mbball/Stats/2022-2023/22cnum31.htm,1,0,0,0,1,1
2022-2023,2023-03-10,1,Mary Hardin-Baylor,"Newport News, Va. (Freeman Center)","Chris. Newport 72, Mary Hardin-Baylor 60",72,60,23,61,19,29,48,13,22,58,13,22,35,16,36,25,0,https://static.cnusports.com/custompages/mbball/Stats/2022-2023/22cnum30.htm,1,1,1,1,1,4
2022-2023,2023-03-04,0,Hampden-Sydney,"Hampden-Sydney, Va. (Fleet Gymnasium)","Chris. Newport 72, Hampden-Sydney 59",72,59,21,55,15,37,52,17,23,74,15,26,41,11,28,24,0,https://static.cnusports.com/custompages/mbball/Stats/2022-2023/22cnum29.htm,1,1,0,1,1,3
2022-2023,2023-03-03,1,Farmingdale St,"Hampden-Sydney, Va. (Fleet Gymnasium)","Chris. Newport 61, Farmingdale St. 60",61,60,24,62,7,41,48,11,22,72,12,38,50,7,22,32,0,https://static.cnusports.com/custompages/mbball/Stats/2022-2023/22cnum28.htm,1,0,0,0,0,0
2022-2023,2023-02-25,1,Mary Washington,"Santa Cruz, Calif. (KP Arena)","Chris. Newport 65, Mary Washington 52",65,52,24,51,11,31,42,17,20,55,10,21,31,12,26,23,0,https://static.cnusports.com/custompages/mbball/Stats/2022-2023/22cnum27.htm,1,1,0,1,1,3
2022-2023,2023-02-24,1,UC Santa Cruz,"Santa Cruz, Calif. (KP Arena)","Chris. Newport 81, UC Santa Cruz 73",81,73,29,63,14,24,38,15,27,60,13,24,37,19,44,30,0,https://static.cnusports.com/custompages/mbball/Stats/2022-2023/22cnum26.htm,1,1,1,1,0,3
2022-2023,2023-02-15,1,Mary Washington,"Newport News, Va. (Freeman Center)","Chris. Newport 71, Mary Washington 66",71,66,23,53,13,30,43,21,23,53,5,20,25,15,38,33,0,https://static.cnusports.com/custompages/mbball/Stats/2022-2023/22cnum25.htm,1,1,0,1,0,2
2022-2023,2023-02-11,0,Salisbury,"Salisbury, Md. (Maggs Center)","Chris. Newport 85, Salisbury 73",85,73,31,59,10,25,35,14,28,69,19,21,40,12,50,34,0,https://static.cnusports.com/custompages/mbball/Stats/2022-2023/22cnum24.htm,1,0,0,0,0,0
2022-2023,2023-02-04,1,UC Santa Cruz,"Newport News, Va. (Freeman Center)","Chris. Newport 74, UC Santa Cruz 61",74,61,25,64,18,30,48,9,23,65,16,26,42,10,26,29,0,https://static.cnusports.com/custompages/mbball/Stats/2022-2023/22cnum23.htm,1,1,1,1,1,4
2022-2023,2023-02-01,0,Mary Washington,"Fredericksburg, Va. (Ron Rosner Arena)","Chris. Newport 67, Mary Washington 53",67,53,23,58,14,33,47,15,16,61,16,24,40,10,25,27,0,https://static.cnusports.com/custompages/mbball/Stats/2022-2023/22cnum22.htm,1,1,0,1,1,3
2022-2023,2023-01-28,1,Salisbury,"Newport News, Va. (Freeman Center)","Chris. Newport 84, Salisbury 74",84,74,33,67,13,27,40,7,28,62,10,26,36,7,44,47,0,https://static.cnusports.com/custompages/mbball/Stats/2022-2023/22cnum21.htm,1,1,0,0,0,1
2022-2023,2023-01-16,0,Eastern Nazarene,"Quincy, Mass. (Lahue Athletic Center)","Chris. Newport 98, Eastern Nazarene 59",98,59,39,73,17,36,53,11,24,70,12,18,30,12,46,29,0,https://static.cnusports.com/custompages/mbball/Stats/2022-2023/22cnum20.htm,1,1,1,1,1,4
2022-2023,2023-01-14,0,Bridgewater St,"Bridgewater, Va. (Tinsley Center)","Chris. Newport 90, Bridgewater St. 79",90,79,31,69,8,25,33,14,32,64,9,34,43,25,34,41,0,https://static.cnusports.com/custompages/mbball/Stats/2022-2023/22cnum19.htm,1,0,1,0,0,1
2022-2023,2023-01-11,0,Randolph-Macon,"Ashland, Va. (Crenshaw Gymnasium)","Randolph-Macon 64, Chris. Newport 59",59,64,24,60,13,25,38,9,22,58,12,24,36,5,25,22,0,https://static.cnusports.com/custompages/mbball/Stats/2022-2023/22cnum18.htm,0,1,0,0,1,2
2022-2023,2023-01-07,0,York (Pa.),"York, Pa. (Charles Wolf Gymnasium)","Chris. Newport 75, York (Pa.) 72 (OT)",75,72,31,67,16,27,43,11,28,59,10,25,35,12,38,28,1,https://static.cnusports.com/custompages/mbball/Stats/2022-2023/22cnum17.htm,1,1,1,1,1,4
2022-2023,2023-01-02,1,Brandeis,"Newport News, Va. (Freeman Center)","Chris. Newport 79, Brandeis 73",79,73,22,45,4,26,30,13,24,57,9,22,31,10,31,35,0,https://static.cnusports.com/custompages/mbball/Stats/2022-2023/22cnum16.htm,1,0,0,0,0,0
2022-2023,2022-12-30,1,Wilmington (Ohio),"Newport News, Va. (Freeman Center)","Chris. Newport 98, Wilmington (Ohio) 48",98,48,39,71,20,39,59,15,14,64,13,14,27,11,50,20,0,https://static.cnusports.com/custompages/mbball/Stats/2022-2023/22cnum15.htm,1,1,0,1,1,3
2022-2023,2022-12-29,1,Cabrini,"Newport News, Va. (Freeman Center)","Chris. Newport 76, Cabrini 55",76,55,31,75,21,37,58,10,18,57,5,26,31,6,32,26,0,https://static.cnusports.com/custompages/mbball/Stats/2022-2023/22cnum14.htm,1,1,0,1,1,3
2022-2023,2022-12-21,0,TCNJ,"Charlotte, N.C. (Curry Arena)","Chris. Newport 89, TCNJ 44",89,44,31,63,15,31,46,9,17,48,1,18,19,11,48,19,1,https://static.cnusports.com/custompages/mbball/Stats/2022-2023/22cnum13.htm,1,1,1,1,1,4
2022-2023,2022-12-20,0,Elmhurst,"Charlotte, N.C. (Curry Arena)","Chris. Newport 82, Elmhurst 74",82,74,31,66,16,15,31,10,22,47,11,25,36,22,42,29,1,https://static.cnusports.com/custompages/mbball/Stats/2022-2023/22cnum12.htm,1,0,1,1,1,3
2022-2023,2022-12-15,0,Va. Wesleyan,"Virginia Beach, Va. (Batten Center)","Va. Wesleyan 77, Chris. Newport 76",76,77,31,56,12,14,26,10,32,54,8,17,25,15,43,25,0,https://static.cnusports.com/custompages/mbball/Stats/2022-2023/22cnum11.htm,0,1,1,1,1,4
2022-2023,2022-12-13,1,Hampden-Sydney,"Newport News, Va. (Freeman Center)","Hampden-Sydney 85, Chris. Newport 70",70,85,26,61,14,18,32,18,34,62,12,28,40,18,38,37,0,https://static.cnusports.com/custompages/mbball/Stats/2022-2023/22cnum10.htm,0,0,0,1,0,1
2022-2023,2022-12-11,1,Marymount,"Newport News, Va. (Freeman Center)","Chris. Newport 81, Marymount 66",81,66,34,66,11,27,38,11,21,49,4,24,28,15,36,27,0,https://static.cnusports.com/custompages/mbball/Stats/2022-2023/22cnum09.htm,1,1,1,0,1,3
2022-2023,2022-12-03,0,Averett,"Danville, Va. (Grant Center)","Chris. Newport 71, Averett 54",71,54,26,56,14,26,40,14,20,61,15,21,36,11,29,17,0,https://static.cnusports.com/custompages/mbball/Stats/2022-2023/22cnum08.htm,1,1,0,1,1,3
2022-2023,2022-11-27,1,NC Wesleyan,"Newport News, Va. (Freeman Center)","Chris. Newport 79, NC Wesleyan 71",79,71,24,55,13,30,43,15,30,66,9,24,33,14,30,30,0,https://static.cnusports.com/custompages/mbball/Stats/2022-2023/22cnum07.htm,1,1,0,1,0,2
2022-2023,2022-11-26,1,Sarah Lawrence,"Newport News, Va. (Freeman Center)","Chris. Newport 87, Sarah Lawrence 52",87,52,37,75,23,24,47,5,23,55,9,17,26,17,38,26,0,https://static.cnusports.com/custompages/mbball/Stats/2022-2023/22cnum06.htm,1,1,1,1,1,4
2022-2023,2022-11-22,1,Methodist,"Newport News, Va. (Freeman Center)","Chris. Newport 82, Methodist 59",82,59,32,59,17,31,48,20,22,60,7,17,24,14,44,27,0,https://static.cnusports.com/custompages/mbball/Stats/2022-2023/22cnum05.htm,1,1,0,1,1,3
2022-2023,2022-11-19,0,Susquehanna,"Selinsgrove, Pa. (Houts Gymnasium)","Chris. Newport 81, Susquehanna 57",81,57,30,60,13,26,39,14,19,50,5,19,24,18,35,37,0,https://static.cnusports.com/custompages/mbball/Stats/2022-2023/22cnum04.htm,1,1,1,1,0,3
2022-2023,2022-11-18,1,Wash. & Lee,"Selinsgrove, Pa. (Houts Gymnasium)","Chris. Newport 85, Wash. & Lee 84 (OT)",85,84,33,79,13,27,40,10,32,70,12,39,51,16,41,39,1,https://static.cnusports.com/custompages/mbball/Stats/2022-2023/22cnum03.htm,1,0,1,0,0,1
2022-2023,2022-11-12,1,Lynchburg,"Newport News, Va. (Freeman Center)","Chris. Newport 96, Lynchburg 64",96,64,38,67,15,36,51,19,26,68,7,21,28,15,61,33,0,https://static.cnusports.com/custompages/mbball/Stats/2022-2023/22cnum02.htm,1,1,0,1,0,2
2022-2023,2022-11-09,0,Johns Hopkins,"Baltimore, Md. (Goldfarb Gymnasium)","Chris. Newport 74, Johns Hopkins 61",74,61,27,63,9,36,45,9,25,72,16,30,46,10,36,26,0,https://static.cnusports.com/custompages/mbball/Stats/2022-2023/22cnum01.htm,1,0,1,0,1,2
2023-2024,2024-03-09,0,Guilford,"Greensboro, N.C. (Ragan-Brown Fld House)","Guilford 50, Chris. Newport 48",48,50,17,54,8,30,38,12,16,47,6,30,36,12,19,22,0,https://static.cnusports.com/custompages/mbball/Stats/2023-2024/23cnum31.htm,0,1,0,0,1,2
2023-2024,2024-03-08,0,Williams,"Greensboro, N.C. (Ragan-Brown Fld House)","Chris. Newport 60, Williams 49",60,49,19,51,4,34,38,9,14,51,6,36,42,16,30,28,0,https://static.cnusports.com/custompages/mbball/Stats/2023-2024/23cnum30.htm,1,0,1,0,1,2
2023-2024,2024-03-02,0,Widener,"Chester, Pa. (Schwartz Athletic Center)","Chris. Newport 70, Widener 65",70,65,28,73,15,23,38,11,23,62,15,25,40,17,41,31,0,https://static.cnusports.com/custompages/mbball/Stats/2023-2024/23cnum29.htm,1,0,1,0,0,1
2023-2024,2024-03-01,1,Hobart,"Chester, Pa. (Schwartz Athletic Center)","Chris. Newport 79, Hobart 59",79,59,30,68,16,31,47,9,24,57,7,28,35,13,33,26,0,https://static.cnusports.com/custompages/mbball/Stats/2023-2024/23cnum28.htm,1,1,1,1,1,4
2023-2024,2024-02-24,1,Mary Washington,"Fredericksburg, Va. (Ron Rosner Arena)","Chris. Newport 62, Mary Washington 56",62,56,18,39,4,27,31,16,21,56,10,18,28,12,32,25,0,https://static.cnusports.com/custompages/mbball/Stats/2023-2024/23cnum27.htm,1,1,0,0,1,2
2023-2024,2024-02-23,1,UC Santa Cruz,"Fredericksburg, Va. (Ron Rosner Arena)","Chris. Newport 58, UC Santa Cruz 44",58,44,16,48,11,31,42,22,16,53,10,28,38,25,32,19,0,https://static.cnusports.com/custompages/mbball/Stats/2023-2024/23cnum26.htm,1,1,1,0,1,3
2023-2024,2024-02-17,0,Salisbury,"Salisbury, Md. (Maggs Center)","Salisbury 71, Chris. Newport 55",55,71,19,73,23,31,54,14,23,54,10,36,46,14,25,36,0,https://static.cnusports.com/custompages/mbball/Stats/2023-2024/23cnum25.htm,0,1,0,1,0,2
2023-2024,2024-02-10,1,Mary Washington,"Newport News, Va. (Freeman Center)","Chris. Newport 80, Mary Washington 71",80,71,26,55,11,32,43,19,24,69,21,22,43,11,42,28,0,https://static.cnusports.com/custompages/mbball/Stats/2023-2024/23cnum24.htm,1,0,0,0,1,1
2023-2024,2024-02-03,1,Salisbury,"Newport News, Va. (Freeman Center)","Chris. Newport 75, Salisbury 63",75,63,24,56,13,29,42,13,25,65,12,23,35,10,36,24,0,https://static.cnusports.com/custompages/mbball/Stats/2023-2024/23cnum23.htm,1,1,0,1,1,3
2023-2024,2024-01-29,1,Pfeiffer,"Newport News, Va. (Freeman Center)","Chris. Newport 68, Pfeiffer 61",68,61,26,77,23,28,51,9,21,59,13,34,47,22,34,30,0,https://static.cnusports.com/custompages/mbball/Stats/2023-2024/23cnum22.htm,1,1,1,1,0,3
2023-2024,2024-01-25,1,UC Santa Cruz,"Newport News, Va. (Freeman Center)","UC Santa Cruz 79, Chris. Newport 62",62,79,16,53,11,28,39,13,23,51,8,32,40,18,30,33,0,https://static.cnusports.com/custompages/mbball/Stats/2023-2024/23cnum21.htm,0,0,1,0,0,1
2023-2024,2024-01-20,1,Warren Wilson,"Newport News, Va. (Freeman Center)","Chris. Newport 111, Warren Wilson 48",111,48,47,74,16,39,55,18,17,63,11,12,23,22,61,17,0,https://static.cnusports.com/custompages/mbball/Stats/2023-2024/23cnum20.htm,1,1,1,1,1,4
2023-2024,2024-01-17,0,Mary Washington,"Fredericksburg, Va. (Ron Rosner Arena)","Chris. Newport 59, Mary Washington 57",59,57,18,46,14,25,39,17,17,47,9,25,34,16,31,33,0,https://static.cnusports.com/custompages/mbball/Stats/2023-2024/23cnum19.htm,1,1,0,1,0,2
2023-2024,2024-01-13,1,Rosemont,"Newport News, Va. (Freeman Center)","Chris. Newport 84, Rosemont 64",84,64,35,66,11,34,45,10,22,61,9,25,34,12,30,31,0,https://static.cnusports.com/custompages/mbball/Stats/2023-2024/23cnum18.htm,1,1,1,0,0,2
2023-2024,2024-01-10,0,Marymount (VA),"Arlington, Va. (Converse Fieldhouse)","Chris. Newport 87, Marymount (VA) 71",87,71,34,71,16,32,48,16,25,62,8,24,32,12,39,35,0,https://static.cnusports.com/custompages/mbball/Stats/2023-2024/23cnum17.htm,1,1,0,1,0,2
2023-2024,2024-01-03,0,Emory,"Atlanta, Ga. (Woodruff Center)","Emory 86, Chris. Newport 70",70,86,26,78,24,14,38,8,32,54,10,30,40,19,35,41,0,https://static.cnusports.com/custompages/mbball/Stats/2023-2024/23cnum16.htm,0,0,1,1,0,2
2023-2024,2024-01-01,0,Berry,"Rome, Ga. (Cage Center)","Chris. Newport 76, Berry 71",76,71,26,67,11,25,36,14,22,49,2,24,26,19,30,31,0,https://static.cnusports.com/custompages/mbball/Stats/2023-2024/23cnum15.htm,1,1,1,0,0,2
2023-2024,2023-12-29,1,Stevenson,"Newport News, Va. (Freeman Center)","Chris. Newport 71, Stevenson 51",71,51,27,65,19,21,40,16,15,42,9,20,29,22,34,17,0,https://static.cnusports.com/custompages/mbball/Stats/2023-2024/23cnum14.htm,1,1,1,1,1,4
2023-2024,2023-12-28,1,Old Westbury,"Newport News, Va. (Freeman Center)","Chris. Newport 102, Old Westbury 56",102,56,39,85,25,35,60,12,19,61,11,26,37,16,49,25,0,https://static.cnusports.com/custompages/mbball/Stats/2023-2024/23cnum13.htm,1,1,1,1,1,4
2023-2024,2023-12-19,0,Kean,"Union, N.J. (Harwood Arena)","Chris. Newport 67, Kean 55",67,55,26,65,14,34,48,16,19,59,6,27,33,12,39,22,0,https://static.cnusports.com/custompages/mbball/Stats/2023-2024/23cnum12.htm,1,1,0,0,1,2
