season,date,home,opponent,location_text,result_text,cnu_pts,opp_pts,cnu_fgm,cnu_fga,cnu_orb,cnu_drb,cnu_trb,cnu_to,opp_fgm,opp_fga,opp_orb,opp_drb,opp_trb,opp_to,cnu_first_half,opp_first_half,ot,box_url,win,goal_reb,goal_to,goal_orb,goal_def30,goals_hit
2016-2017,2017-01-01,1,Virginia Wesleyan,"Newport News, Va. (Freeman Center)","Chris. Newport 86, Virginia Wesleyan 75",86,75,32,64,14,31,45,11,26,67,15,25,40,4,44,34,0,https://static.cnusports.com/custompages/mbball/Stats/2016-2017/16mbbg11.htm,1,1,0,1,0,2
2016-2017,2016-12-29,1,Old Westbury,"Newport News, Va. (Freeman Center)","Chris. Newport 86, Old Westbury 41",86,41,29,57,14,40,54,17,15,61,13,18,31,13,40,13,0,https://static.cnusports.com/custompages/mbball/Stats/2016-2017/16mbbg10.htm,1,1,0,1,1,3
2016-2017,2016-12-28,1,Pitt-Greensburg,"Newport News, Va. (Freeman Center)","Chris. Newport 96, Pitt-Greensburg 43",96,43,38,91,25,32,57,9,17,52,7,28,35,30,47,22,0,https://static.cnusports.com/custompages/mbball/Stats/2016-2017/16mbbg09.htm,1,1,1,1,1,4
2016-2017,2016-12-17,0,"Salisbury 8-0, 4-0 CAC","Salisbury, Md. (Maggs PAC)","Salisbury 59, Chris. Newport 58",58,59,19,61,15,29,44,14,21,60,11,27,38,8,33,26,0,https://static.cnusports.com/custompages/mbball/Stats/2016-2017/16mbbg08.htm,0,1,0,0,1,2
2016-2017,2016-12-11,1,"York (Pa.) 5-2,","Newport News, Va. (Freeman Center)","Chris. Newport 85, York (Pa.) 59",85,59,30,60,8,30,38,9,19,54,8,25,33,14,41,35,0,https://static.cnusports.com/custompages/mbball/Stats/2016-2017/16mbbg07.htm,1,1,1,0,0,2
2016-2017,2016-12-03,1,"Frostburg State 1-6,","Newport News, Va. (Freeman Center)","Chris. Newport 62, Frostburg State 53",62,53,18,61,17,24,41,11,18,57,18,26,44,15,33,24,0,https://static.cnusports.com/custompages/mbball/Stats/2016-2017/16mbbg06.htm,1,0,1,0,1,2
2016-2017,2016-11-30,1,"Southern Virginia 2-3,","Newport News, Va. (Freeman Center)","Chris. Newport 80, Southern Virginia 55",80,55,32,61,11,29,40,11,19,55,11,21,32,17,41,19,0,https://static.cnusports.com/custompages/mbball/Stats/2016-2017/16mbbg05.htm,1,1,1,0,1,3
2016-2017,2016-11-27,0,Dickinson,"Carlisle, Pa. (Kline Center)","Chris. Newport 76, Dickinson 56",76,56,30,61,14,21,35,13,21,46,4,18,22,16,37,28,0,https://static.cnusports.com/custompages/mbball/Stats/2016-2017/16mbbg04.htm,1,1,1,1,1,4
2016-2017,2016-11-19,1,Marietta,"Owings Mills, Md. (Owings Mills Gym)","Marietta 74, Chris. Newport 50",50,74,16,61,11,28,39,12,22,62,10,35,45,9,25,33,0,https://static.cnusports.com/custompages/mbball/Stats/2016-2017/16mbbg03.htm,0,0,0,0,0,0
2016-2017,2016-11-18,0,Wis.-Stevens Point,"Owings Mills, Md. (Owings Mills Gym)","Chris. Newport 71, Wis.-Stevens Point 51",71,51,25,50,10,26,36,15,20,55,12,16,28,18,32,24,0,https://static.cnusports.com/custompages/mbball/Stats/2016-2017/16mbbg02.htm,1,1,1,1,1,4
2016-2017,2016-11-15,1,Randolph-Macon,"Newport News, Va. (Freeman Center)","Chris. Newport 70, Randolph-Macon 47",70,47,28,59,12,30,42,11,17,51,6,24,30,16,36,23,0,https://static.cnusports.com/custompages/mbball/Stats/2016-2017/16mbbg01.htm,1,1,1,0,1,3
2017-2018,2018-03-03,1,Franklin & Marshall,"Newport News, Va. (Freeman Center)","Franklin & Marshall 66, Chris. Newport 52",52,66,18,45,6,26,32,20,22,69,23,22,45,10,31,30,0,https://static.cnusports.com/custompages/mbball/Stats/2017-2018/17cnum29.htm,0,0,0,0,0,0
2017-2018,2018-03-02,1,Lancaster Bible,"Newport News, Va. (Freeman Center)","Chris. Newport 68, Lancaster Bible 65",68,65,25,54,8,29,37,16,24,65,16,24,40,11,38,40,0,https://static.cnusports.com/custompages/mbball/Stats/2017-2018/17cnum28.htm,1,0,0,0,0,0
2017-2018,2018-02-24,1,York (Pa.),"Newport News, Va. (Freeman Center)","York (Pa.) 82, Chris. Newport 73",73,82,26,60,10,23,33,13,30,53,5,25,30,13,26,35,0,https://static.cnusports.com/custompages/mbball/Stats/2017-2018/17cnum27.htm,0,1,0,0,0,1
2017-2018,2018-02-22,1,Mary Washington,"Newport News, Va. (Freeman Center)","Chris. Newport 90, Mary Washington 74",90,74,28,49,6,32,38,18,28,67,9,16,25,8,50,26,0,https://static.cnusports.com/custompages/mbball/Stats/2017-2018/17cnum26.htm,1,1,0,0,1,2
2017-2018,2018-02-17,1,"York (Pa.) 21-4,","Newport News, Va. (Freeman Center)","Chris. Newport 81, York (Pa.) 71",81,71,26,58,10,32,42,16,24,61,10,26,36,15,33,27,0,https://static.cnusports.com/custompages/mbball/Stats/2017-2018/17cnum25.htm,1,1,0,0,1,2
2017-2018,2018-02-14,0,"Mary Washington 17-7, 11-6 CAC","Fredericksburg, Va. (Ron Rosner Arena)","Chris. Newport 75, Mary Washington 71",75,71,27,60,9,34,43,16,29,69,11,29,40,11,36,29,0,https://static.cnusports.com/custompages/mbball/Stats/2017-2018/17cnum24.htm,1,1,0,0,1,2
2017-2018,2018-02-10,0,"Penn St. Harrisburg 6-17,","Middletown, Pa. (Capital Union Building)","Chris. Newport 69, Penn St. Harrisburg 53",69,53,24,51,11,31,42,16,17,58,13,25,38,13,27,28,0,https://static.cnusports.com/custompages/mbball/Stats/2017-2018/17cnum23.htm,1,1,0,1,1,3
2017-2018,2018-02-07,1,"Southern Virginia 9-13,","Newport News, Va. (Freeman Center)","Chris. Newport 76, Southern Virginia 62",76,62,23,58,12,31,43,15,27,66,12,26,38,13,36,27,0,https://static.cnusports.com/custompages/mbball/Stats/2017-2018/17cnum22.htm,1,1,0,0,1,2
2017-2018,2018-02-03,1,"Marymount (Va.) 7-14,","Newport News, Va. (Freeman Center)","Marymount (Va.) 68, Chris. Newport 66",66,68,23,53,9,20,29,8,26,54,10,24,34,11,39,36,0,https://static.cnusports.com/custompages/mbball/Stats/2017-2018/17cnum21.htm,0,0,1,0,0,1
2017-2018,2018-01-31,0,"Salisbury 13-7, 9-4 CAC","Salisbury, Md. (Maggs Center)","Chris. Newport 72, Salisbury 57",72,57,20,46,11,32,43,12,18,63,21,21,42,7,31,25,0,https://static.cnusports.com/custompages/mbball/Stats/2017-2018/17cnum20.htm,1,1,0,1,1,3
2017-2018,2018-01-27,0,"Wesley 9-10,","Dover, Del. (Wentworth Gymnasium)","Chris. Newport 68, Wesley 48",68,48,25,56,12,32,44,15,14,55,11,25,36,13,35,28,0,https://static.cnusports.com/custompages/mbball/Stats/2017-2018/17cnum19.htm,1,1,0,0,1,2
2017-2018,2018-01-24,1,"St. Mary's (Md.) 3-15,","Newport News, Va. (Freeman Center)","Chris. Newport 64, St. Mary's (Md.) 50",64,50,23,54,7,22,29,10,18,46,8,25,33,17,26,25,0,https://static.cnusports.com/custompages/mbball/Stats/2017-2018/17cnum18.htm,1,0,1,0,1,2
2017-2018,2018-01-20,0,"Frostburg State 7-10,","Frostburg, Md. (Bobcat Sports Arena)","Chris. Newport 85, Frostburg State 80",85,80,30,68,14,25,39,12,29,59,6,26,32,11,41,44,0,https://static.cnusports.com/custompages/mbball/Stats/2017-2018/17cnum17.htm,1,1,0,0,0,1
2017-2018,2018-01-17,1,"Mary Washington 11-5,","Newport News, Va. (Freeman Center)","Chris. Newport 76, Mary Washington 62",76,62,30,61,11,40,51,16,19,63,8,26,34,6,33,25,0,https://static.cnusports.com/custompages/mbball/Stats/2017-2018/17cnum16.htm,1,1,0,0,1,2
2017-2018,2018-01-13,0,"York (Pa.) 15-0, 8-0 CAC","York, Pa. (Charles Wolf Gymnasium)","York (Pa.) 79, Chris. Newport 69",69,79,27,67,11,24,35,12,25,46,3,30,33,18,33,39,0,https://static.cnusports.com/custompages/mbball/Stats/2017-2018/17cnum15.htm,0,1,1,0,0,2
2017-2018,2018-01-10,0,"Southern Virginia 2-5,","Buena Vista, Va. (Knight Sports Arena)","Chris. Newport 83, Southern Virginia 58",83,58,33,69,8,29,37,8,21,62,11,23,34,15,40,31,0,https://static.cnusports.com/custompages/mbball/Stats/2017-2018/17cnum14.htm,1,1,1,0,0,2
2017-2018,2018-01-06,0,"Marymount (Va.) 4-9, 3-3 CAC","Arlington, Va. (Verizon Sports Arena)","Marymount (Va.) 60, Chris. Newport 58",58,60,22,48,9,25,34,20,23,58,14,18,32,13,32,24,0,https://static.cnusports.com/custompages/mbball/Stats/2017-2018/17cnum13.htm,0,1,0,0,1,2
2017-2018,2018-01-03,1,"Penn St. Harrisburg 5-7,","Newport News, Va. (Freeman Center)","Chris. Newport 73, Penn St. Harrisburg 63",73,63,30,72,15,31,46,12,21,61,16,31,47,16,28,34,0,https://static.cnusports.com/custompages/mbball/Stats/2017-2018/17cnum12.htm,1,0,1,0,0,1
2017-2018,2017-12-30,1,Johns Hopkins,"Newport News, Va. (Freeman Center)","Chris. Newport 54, Johns Hopkins 44",54,44,20,51,8,34,42,17,16,52,4,27,31,14,31,30,0,https://static.cnusports.com/custompages/mbball/Stats/2017-2018/17cnum11.htm,1,1,0,0,0,1
2017-2018,2017-12-29,1,Shenandoah,"Newport News, Va. (Freeman Center)","Chris. Newport 74, Shenandoah 71",74,71,27,61,12,27,39,16,25,62,13,28,41,15,41,33,0,https://static.cnusports.com/custompages/mbball/Stats/2017-2018/17cnum10.htm,1,0,0,0,0,0
2017-2018,2017-12-18,0,Va. Wesleyan,"Virginia Beach, Va. (Batten Center)","Chris. Newport 71, Va. Wesleyan 68",71,68,26,63,14,29,43,12,29,63,12,25,37,11,26,25,0,https://static.cnusports.com/custompages/mbball/Stats/2017-2018/17cnum09.htm,1,1,0,0,1,2
2017-2018,2017-12-10,1,"Wesley 1-5,","Newport News, Va. (Freeman Center)","Chris. Newport 83, Wesley 69",83,69,26,59,15,35,50,20,23,71,15,22,37,13,42,22,0,https://static.cnusports.com/custompages/mbball/Stats/2017-2018/17cnum08.htm,1,1,0,1,1,3
2017-2018,2017-12-06,0,"St. Mary's (Md.) 1-6, 0-3 CAC","St. Mary's City, Md. (O'Brien ARC Arena)","Chris. Newport 76, St. Mary's (Md.) 52",76,52,31,61,11,28,39,13,22,54,5,20,25,16,37,29,0,https://static.cnusports.com/custompages/mbball/Stats/2017-2018/17cnum07.htm,1,1,1,0,1,3
2017-2018,2017-12-02,1,"Frostburg State 4-2,","Newport News, Va. (Freeman Center)","Frostburg State 83, Chris. Newport 81 (OT)",81,83,30,76,17,34,51,18,32,74,14,33,47,14,38,36,1,https://static.cnusports.com/custompages/mbball/Stats/2017-2018/17cnum06.htm,0,1,0,0,0,1
2017-2018,2017-11-29,1,"Salisbury 2-2,","Newport News, Va. (Freeman Center)","Chris. Newport 71, Salisbury 66",71,66,25,46,10,25,35,23,24,67,20,13,33,15,35,32,0,https://static.cnusports.com/custompages/mbball/Stats/2017-2018/17cnum05.htm,1,1,0,1,0,2
2017-2018,2017-11-26,1,Dickinson,"Newport News, Va. (Freeman Center)","Dickinson 64, Chris. Newport 54",54,64,19,54,11,32,43,26,26,61,7,25,32,18,26,36,0,https://static.cnusports.com/custompages/mbball/Stats/2017-2018/17cnum04.htm,0,1,0,0,0,1
2017-2018,2017-11-19,0,Wilmington (Ohio),"Frederick, Md. (BB&T Arena)","Chris. Newport 82, Wilmington (Ohio) 64",82,64,30,55,13,38,51,20,22,65,11,19,30,10,40,33,0,https://static.cnusports.com/custompages/mbball/Stats/2017-2018/17cnum03.htm,1,1,0,1,0,2
2017-2018,2017-11-18,0,Catholic,"Frederick, Md. (BB&T Arena)","Chris. Newport 80, Catholic 78",80,78,28,58,8,28,36,17,31,64,8,27,35,19,29,42,0,https://static.cnusports.com/custompages/mbball/Stats/2017-2018/17cnum02.htm,1,1,1,0,0,2
2017-2018,2017-11-15,0,"Randolph-Macon 0-1,","Ashland, Va. (Crenshaw Gymnasium)","Chris. Newport 69, Randolph-Macon 64",69,64,25,52,8,29,37,17,27,63,12,21,33,12,33,31,0,https://static.cnusports.com/custompages/mbball/Stats/2017-2018/17cnum01.htm,1,1,0,0,0,1
2018-2019,2019-03-15,1,Swarthmore,"Fort Wayne, Ind. (War Memorial Coliseum)","Swarthmore 70, Chris. Newport 63",63,70,21,65,12,30,42,10,28,57,4,35,39,13,29,36,0,https://static.cnusports.com/custompages/mbball/Stats/2018-2019/18cnum33.htm,0,1,1,0,0,2
2018-2019,2019-03-09,0,Williams,"Clinton, N.Y. (Scott Field House)","Chris. Newport 79, Williams 70",79,70,26,54,7,20,27,11,25,53,10,23,33,17,32,30,1,https://static.cnusports.com/custompages/mbball/Stats/2018-2019/18cnum32.htm,1,0,1,0,0,1
2018-2019,2019-03-08,0,Hamilton,"Clinton, N.Y. (Scott Field House)","Chris. Newport 75, Hamilton 67",75,67,26,66,16,38,54,13,27,70,8,27,35,8,20,32,1,https://static.cnusports.com/custompages/mbball/Stats/2018-2019/18cnum31.htm,1,1,0,1,0,2
2018-2019,2019-03-02,1,Alfred,"Newport News, Va. (Freeman Center)","Chris. Newport 88, Alfred 53",88,53,31,66,12,37,49,11,22,64,5,25,30,11,49,26,0,https://static.cnusports.com/custompages/mbball/Stats/2018-2019/18cnum30.htm,1,1,0,0,1,2
2018-2019,2019-03-01,1,Albertus Magnus,"Newport News, Va. (Freeman Center)","Chris. Newport 85, Albertus Magnus 59",85,59,27,62,14,28,42,11,21,60,13,25,38,18,47,28,0,https://static.cnusports.com/custompages/mbball/Stats/2018-2019/18cnum29.htm,1,1,1,1,1,4
2018-2019,2019-02-23,1,York (Pa.),"Newport News, Va. (Freeman Center)","Chris. Newport 78, York (Pa.) 56",78,56,27,57,9,38,47,14,20,59,6,27,33,12,32,24,0,https://static.cnusports.com/custompages/mbball/Stats/2018-2019/18cnum28.htm,1,1,0,0,1,2
2018-2019,2019-02-21,1,Salisbury,"Newport News, Va. (Freeman Center)","Chris. Newport 87, Salisbury 71",87,71,25,45,8,25,33,12,24,57,11,17,28,12,44,36,0,https://static.cnusports.com/custompages/mbball/Stats/2018-2019/18cnum27.htm,1,1,0,1,0,2
2018-2019,2019-02-19,1,Southern Virginia,"Newport News, Va. (Freeman Center)","Chris. Newport 89, Southern Virginia 59",89,59,31,66,10,24,34,8,23,52,5,27,32,18,54,25,0,https://static.cnusports.com/custompages/mbball/Stats/2018-2019/18cnum26.htm,1,1,1,0,1,3
2018-2019,2019-02-16,0,"Penn St.-Harrisburg 13-12,","Middletown, Pa. (Capital Union Building)","Chris. Newport 96, Penn St.-Harrisburg 52",96,52,34,61,6,36,42,9,19,59,8,22,30,9,50,25,0,https://static.cnusports.com/custompages/mbball/Stats/2018-2019/18cnum25.htm,1,1,0,0,1,2
2018-2019,2019-02-13,0,"Salisbury 17-7, 7-6 CAC","Salisbury, Md. (Maggs PAC)","Chris. Newport 91, Salisbury 74",91,74,31,57,10,32,42,19,28,61,5,18,23,8,43,26,0,https://static.cnusports.com/custompages/mbball/Stats/2018-2019/18cnum24.htm,1,1,0,0,1,2
2018-2019,2019-02-09,1,"Frostburg State 10-13,","Newport News, Va. (Freeman Center)","Chris. Newport 72, Frostburg State 64",72,64,21,55,11,28,39,12,22,53,6,24,30,8,36,32,0,https://static.cnusports.com/custompages/mbball/Stats/2018-2019/18cnum23.htm,1,1,0,0,0,1
2018-2019,2019-02-06,1,"Southern Virginia 4-18,","Newport News, Va. (Freeman Center)","Chris. Newport 67, Southern Virginia 64",67,64,20,72,21,29,50,7,25,59,7,36,43,14,27,31,0,https://static.cnusports.com/custompages/mbball/Stats/2018-2019/18cnum22.htm,1,1,1,1,0,3
2018-2019,2019-02-02,1,"Mary Washington 14-7,","Newport News, Va. (Freeman Center)","Chris. Newport 80, Mary Washington 66",80,66,29,51,6,34,40,20,23,65,12,19,31,11,30,27,0,https://static.cnusports.com/custompages/mbball/Stats/2018-2019/18cnum21.htm,1,1,0,0,1,2
2018-2019,2019-01-30,0,"St. Mary's (Md.) 7-13,","St. Mary's City, Md. (MPOBARC Arena)","Chris. Newport 79, St. Mary's (Md.) 76",79,76,28,64,10,18,28,8,29,58,11,28,39,13,34,35,0,https://static.cnusports.com/custompages/mbball/Stats/2018-2019/18cnum20.htm,1,0,1,0,0,1
2018-2019,2019-01-26,0,"York (Pa.) 13-6, 6-2 CAC","York,  Pa. (Charles Wolf Gymnasium)","York (Pa.) 82, Chris. Newport 81",81,82,27,54,10,25,35,16,24,54,8,25,33,14,47,48,0,https://static.cnusports.com/custompages/mbball/Stats/2018-2019/18cnum19.htm,0,1,0,0,0,1
2018-2019,2019-01-23,1,"Salisbury 13-5,","Newport News, Va. (Freeman Center)","Chris. Newport 67, Salisbury 64",67,64,24,62,9,33,42,8,26,63,6,37,43,12,30,29,0,https://static.cnusports.com/custompages/mbball/Stats/2018-2019/18cnum18.htm,1,0,1,0,1,2
2018-2019,2019-01-19,1,"Penn St. Harrisburg 10-7,","Newport News, Va. (Freeman Center)","Chris. Newport 89, Penn St. Harrisburg 61",89,61,33,69,17,23,40,11,22,55,14,23,37,15,47,27,0,https://static.cnusports.com/custompages/mbball/Stats/2018-2019/18cnum17.htm,1,1,1,1,1,4
2018-2019,2019-01-16,0,"Southern Virginia 4-12,","Buena Vista, Va. (Knight Arena)","Chris. Newport 77, Southern Virginia 54",77,54,30,67,12,20,32,7,22,54,7,24,31,12,39,30,0,https://static.cnusports.com/custompages/mbball/Stats/2018-2019/18cnum16.htm,1,1,1,0,0,2
2018-2019,2019-01-12,0,"Frostburg State 7-7,","Frostburg, Md. (Bobcat Arena)","Chris. Newport 75, Frostburg State 65",75,65,26,59,16,29,45,13,27,65,10,21,31,8,42,36,0,https://static.cnusports.com/custompages/mbball/Stats/2018-2019/18cnum15.htm,1,1,0,1,0,2
2018-2019,2019-01-09,1,"St. Mary's (Md.) 6-8,","Newport News, Va. (Freeman Center)","Chris. Newport 79, St. Mary's (Md.) 52",79,52,27,54,6,40,46,18,15,61,13,22,35,15,41,27,0,https://static.cnusports.com/custompages/mbball/Stats/2018-2019/18cnum14.htm,1,1,0,0,1,2
2018-2019,2019-01-05,0,"Mary Washington 9-4, 1-1 CAC","Fredericksburg, Va. (Rosner Arena)","Mary Washington 69, Chris. Newport 61",61,69,20,51,5,29,34,14,23,60,9,29,38,11,26,29,0,https://static.cnusports.com/custompages/mbball/Stats/2018-2019/18cnum13.htm,0,0,0,0,1,1
2018-2019,2019-01-02,1,"York (Pa.) 7-5,","Newport News, Va. (Freeman Center)","Chris. Newport 73, York (Pa.) 71",73,71,20,51,16,18,34,10,23,50,10,20,30,14,32,34,0,https://static.cnusports.com/custompages/mbball/Stats/2018-2019/18cnum12.htm,1,1,1,1,0,3
2018-2019,2018-12-29,1,Huntingdon,"Newport News, Va. (Freeman Center)","Chris. Newport 79, Huntingdon 52",79,52,22,54,16,30,46,19,19,64,19,21,40,19,42,23,0,https://static.cnusports.com/custompages/mbball/Stats/2018-2019/18cnum11.htm,1,1,0,1,1,3
2018-2019,2018-12-28,1,Mt. St. Mary (NY),"Newport News, Va. (Freeman Center)","Chris. Newport 80, Mt. St. Mary (NY) 47",80,47,29,67,16,38,54,16,15,56,9,24,33,14,37,18,0,https://static.cnusports.com/custompages/mbball/Stats/2018-2019/18cnum10.htm,1,1,0,1,1,3
2018-2019,2018-12-16,1,Va. Wesleyan,"Newport News, Va. (Freeman Center)","Chris. Newport 97, Va. Wesleyan 67",97,67,35,70,20,30,50,12,23,60,13,18,31,12,47,38,0,https://static.cnusports.com/custompages/mbball/Stats/2018-2019/18cnum09.htm,1,1,0,1,0,2
2018-2019,2018-12-08,1,Randolph-Macon,"Newport News, Va. (Freeman Center)","Chris. Newport 72, Randolph-Macon 61",72,61,25,59,16,26,42,8,23,57,10,21,31,6,33,29,0,https://static.cnusports.com/custompages/mbball/Stats/2018-2019/18cnum08.htm,1,1,0,1,1,3
2018-2019,2018-12-02,0,Lynchburg,"Lynchburg, Va. (Turner Gymnasium)","Lynchburg 77, Chris. Newport 64",64,77,22,59,5,27,32,12,25,57,6,38,44,9,30,43,0,https://static.cnusports.com/custompages/mbball/Stats/2018-2019/18cnum07.htm,0,0,0,0,0,0
2018-2019,2018-12-01,1,Randolph,"Lynchburg, Va. (Turner Gymnasium)","Chris. Newport 82, Randolph 48",82,48,28,60,10,35,45,10,18,59,8,22,30,9,36,22,0,https://static.cnusports.com/custompages/mbball/Stats/2018-2019/18cnum06.htm,1,1,0,0,1,2
2018-2019,2018-11-28,0,Shenandoah,"Winchester, Va. (Wilkins Center)","Chris. Newport 91, Shenandoah 78",91,78,32,66,12,42,54,20,26,72,15,30,45,10,43,35,0,https://static.cnusports.com/custompages/mbball/Stats/2018-2019/18cnum05.htm,1,1,0,0,0,1
2018-2019,2018-11-25,1,John Carroll,"Newport News, Va. (Freeman Center)","Chris. Newport 109, John Carroll 73",109,73,39,84,23,31,54,12,21,63,13,23,36,21,45,36,0,https://static.cnusports.com/custompages/mbball/Stats/2018-2019/18cnum04.htm,1,1,1,1,0,3
2018-2019,2018-11-24,1,Methodist,"Newport News, Va. (Freeman Center)","Chris. Newport 73, Methodist 59",73,59,24,59,9,33,42,12,20,62,14,27,41,15,34,24,0,https://static.cnusports.com/custompages/mbball/Stats/2018-2019/18cnum03.htm,1,1,1,0,1,3
2018-2019,2018-11-18,0,Marymount (VA),"Arlington, Va. (Converse Family FH)","Chris. Newport 66, Marymount (VA) 56",66,56,25,61,14,31,45,15,20,58,10,29,39,17,34,28,0,https://static.cnusports.com/custompages/mbball/Stats/2018-2019/18cnum02.htm,1,1,1,0,1,3
2018-2019,2018-11-17,0,Trinity (TX),"Arlington, Va. (Converse Family FH)","Chris. Newport 67, Trinity (TX) 51",67,51,23,59,16,24,40,18,13,47,11,24,35,19,31,18,0,https://static.cnusports.com/custompages/mbball/Stats/2018-2019/18cnum01.htm,1,1,1,1,1,4
2019-2020,2020-03-07,0,"Nichols 21-9,12-4 CCC","Hoboken, N.J. (Canavan Arena)","Chris. Newport 91, Nichols 82",91,82,32,74,23,32,55,14,30,71,10,23,33,11,50,41,0,https://static.cnusports.com/custompages/mbball/Stats/2019-2020/19cnum29.htm,1,1,0,1,0,2
2019-2020,2020-03-06,1,"Colby 24-4,8-2 NESCAC","Hoboken, N.J. (Canavan Arena)","Chris. Newport 74, Colby 64",74,64,27,68,15,34,49,11,26,69,13,28,41,13,32,17,0,https://static.cnusports.com/custompages/mbball/Stats/2019-2020/19cnum28.htm,1,1,1,0,1,3
2019-2020,2020-02-29,1,York (Pa.),"Newport News, Va. (Freeman Center)","York (Pa.) 79, Chris. Newport 77",77,79,29,66,13,30,43,11,30,77,19,27,46,10,47,40,0,https://static.cnusports.com/custompages/mbball/Stats/2019-2020/19cnum27.htm,0,0,0,0,0,0
2019-2020,2020-02-26,1,St. Mary's (Md.),"Newport News, Va. (Freeman Center)","Chris. Newport 100, St. Mary's (Md.) 63",100,63,38,67,14,38,52,18,18,66,12,18,30,13,55,23,0,https://static.cnusports.com/custompages/mbball/Stats/2019-2020/19cnum26.htm,1,1,0,1,1,3
2019-2020,2020-02-19,1,"Southern Virginia 1-24,","Newport News, Va. (Freeman Center)","Chris. Newport 84, Southern Virginia 66",84,66,33,58,9,23,32,13,23,56,12,21,33,18,42,27,0,https://static.cnusports.com/custompages/mbball/Stats/2019-2020/19cnum25.htm,1,0,1,0,1,2
2019-2020,2020-02-15,1,"Salisbury 10-14,","Newport News, Va. (Freeman Center)","Chris. Newport 82, Salisbury 64",82,64,32,72,20,29,49,6,25,59,7,26,33,8,39,36,0,https://static.cnusports.com/custompages/mbball/Stats/2019-2020/20cnum24.htm,1,1,1,1,0,3
2019-2020,2020-02-08,0,"York (Pa.) 18-5, 7-1 CAC","York, Pa. (Charles Wolf Gymnasium)","York (Pa.) 101, Chris. Newport 97 (2OT)",97,101,31,74,15,36,51,19,28,66,11,35,46,12,25,39,1,https://static.cnusports.com/custompages/mbball/Stats/2019-2020/19cnum23.htm,0,1,0,0,0,1
2019-2020,2020-02-05,0,"St. Mary's (MD) 7-15,2-5 CAC","Saint Mary's City, Md. (O'Brien ARC)","Chris. Newport 93, St. Mary's (MD) 63",93,63,38,73,18,35,53,12,26,69,16,20,36,13,40,32,0,https://static.cnusports.com/custompages/mbball/Stats/2019-2020/19cnum22.htm,1,1,1,1,0,3
2019-2020,2020-02-01,1,"Mary Washington 12-9,","Newport News, Va. (Freeman Center)","Chris. Newport 81, Mary Washington 68",81,68,27,64,13,31,44,9,24,64,14,29,43,11,42,25,0,https://static.cnusports.com/custompages/mbball/Stats/2019-2020/19cnum21.htm,1,1,1,0,1,3
2019-2020,2020-01-29,1,"St. Mary's (Md.) 7-13,","Newport News, Va. (Freeman Center)","Chris. Newport 93, St. Mary's (Md.) 58",93,58,33,64,11,38,49,15,23,64,12,25,37,17,46,27,0,https://static.cnusports.com/custompages/mbball/Stats/2019-2020/19cnum20.htm,1,1,1,0,1,3
2019-2020,2020-01-25,0,"Salisbury 8-11,2-2 CAC","Salisbury, Md. (Maggs Center)","Chris. Newport 72, Salisbury 64",72,64,23,57,13,32,45,14,25,63,11,24,35,12,33,24,0,https://static.cnusports.com/custompages/mbball/Stats/2019-2020/19cnum19.htm,1,1,0,0,1,2
2019-2020,2020-01-18,0,"Mary Washington 11-7, 1-2 CAC","Fredericksburg, Va. (Rosner Arena)","Chris. Newport 97, Mary Washington 84",97,84,31,65,14,31,45,15,28,59,8,22,30,13,48,39,0,https://static.cnusports.com/custompages/mbball/Stats/2019-2020/19cnum18.htm,1,1,0,1,0,2
2019-2020,2020-01-15,0,"Southern Virginia 1-16,","Buena Vista, Va. (Knight Arena)","Chris. Newport 83, Southern Virginia 55",83,55,29,65,12,33,45,15,20,57,6,27,33,18,45,28,0,https://static.cnusports.com/custompages/mbball/Stats/2019-2020/19cnum17.htm,1,1,1,0,1,3
2019-2020,2020-01-10,1,York (Pa.),"Newport News, Va. (Freeman Center)","Chris. Newport 79, York (Pa.) 68",79,68,30,62,9,35,44,19,27,69,15,28,43,17,30,24,0,https://static.cnusports.com/custompages/mbball/Stats/2019-2020/19cnum16.htm,1,1,0,0,1,2
2019-2020,2020-01-04,0,"Widener 10-2,3-0 MAC Com","Chester, Pa. (Schwartz Center)","Chris. Newport 92, Widener 81",92,81,34,64,11,30,41,13,31,69,11,26,37,11,32,29,0,https://static.cnusports.com/custompages/mbball/Stats/2019-2020/19cnum15.htm,1,1,0,0,1,2
2019-2020,2020-01-02,0,Washington College,"Chestertown, Md. (Cain Athletic Center)","Chris. Newport 89, Washington College 57",89,57,33,64,10,33,43,12,20,57,8,26,34,13,49,25,0,https://static.cnusports.com/custompages/mbball/Stats/2019-2020/19cnum14.htm,1,1,1,0,1,3
2019-2020,2019-12-29,1,Wesley,"Newport News, Va. (Freeman Center)","Chris. Newport 97, Wesley 78",97,78,34,70,14,36,50,20,21,70,19,27,46,17,50,43,0,https://static.cnusports.com/custompages/mbball/Stats/2019-2020/19cnum13.htm,1,1,0,0,0,1
2019-2020,2019-12-28,1,Bethany,"Newport News, Va. (Freeman Center)","Chris. Newport 96, Bethany 52",96,52,35,78,20,39,59,9,18,62,9,27,36,19,43,25,0,https://static.cnusports.com/custompages/mbball/Stats/2019-2020/19cnum12.htm,1,1,1,1,1,4
